X(m)	Mach	V(m/s)	P(Pa)	T(K)	Rho(kg/m3)	H	H2	O	O2	OH	HO2	H2O2	AR	H2O	Therm(1/s)
0.006943559	0.83024833	900.04489	386468.2	3101.1004	0.45029797	0.001045853	0.004018765	0.007134955	0.021503012	0.024412151	2.14E-05	1.77E-06	0.80655231	0.13530982	4019.8723
0.007059552	0.83159694	901.52591	385867.96	3101.7514	0.44955822	0.001042968	0.004014826	0.007116047	0.021476855	0.024392868	2.13E-05	1.77E-06	0.80655231	0.13538102	3886.3431
0.007175546	0.83291218	902.96835	385283.36	3102.3672	0.44884008	0.001040189	0.004011015	0.007097808	0.021451635	0.024374089	2.13E-05	1.76E-06	0.80655231	0.13544988	3758.745
0.00729154	0.83419519	904.37359	384713.83	3102.9497	0.44814266	0.00103751	0.004007324	0.007080208	0.021427308	0.024355795	2.13E-05	1.75E-06	0.80655231	0.1355165	3636.7502
0.007407534	0.83544707	905.74297	384158.83	3103.5009	0.44746512	0.001034926	0.00400375	0.007063217	0.021403832	0.024337973	2.13E-05	1.74E-06	0.80655231	0.13558097	3520.0528
0.007523528	0.83666886	907.07775	383617.86	3104.0225	0.44680666	0.001032434	0.004000288	0.007046807	0.02138117	0.024320605	2.13E-05	1.74E-06	0.80655231	0.13564339	3408.367
0.007639522	0.83786155	908.37916	383090.42	3104.5161	0.44616654	0.001030029	0.003996932	0.00703095	0.021359283	0.024303676	2.12E-05	1.73E-06	0.80655231	0.13570385	3301.4252
0.007755516	0.83902612	909.64834	382576.03	3104.9833	0.44554403	0.001027706	0.003993679	0.007015623	0.021338138	0.024287174	2.12E-05	1.72E-06	0.80655231	0.13576243	3198.9769
0.00787151	0.84016347	910.88639	382074.26	3105.4256	0.44493845	0.001025462	0.003990525	0.007000802	0.021317701	0.024271083	2.12E-05	1.72E-06	0.80655231	0.1358192	3100.7877
0.007987504	0.84127447	912.09439	381584.68	3105.8444	0.44434917	0.001023294	0.003987465	0.006986463	0.021297942	0.02425539	2.12E-05	1.71E-06	0.80655231	0.13587424	3006.6374
0.008103498	0.84235998	913.27333	381106.87	3106.2408	0.44377556	0.001021198	0.003984495	0.006972587	0.02127883	0.024240082	2.12E-05	1.71E-06	0.80655231	0.13592762	2916.3196
0.008219492	0.8434208	914.42419	380640.44	3106.6161	0.44321704	0.00101917	0.003981613	0.006959153	0.021260339	0.024225148	2.11E-05	1.70E-06	0.80655231	0.13597942	2829.6406
0.008335485	0.8444577	915.54788	380185.02	3106.9714	0.44267306	0.001017209	0.003978814	0.006946142	0.021242442	0.024210574	2.11E-05	1.70E-06	0.80655231	0.13602968	2746.4181
0.008451479	0.84547142	916.6453	379740.24	3107.3078	0.44214309	0.001015311	0.003976096	0.006933537	0.021225113	0.02419635	2.11E-05	1.69E-06	0.80655231	0.13607848	2666.481
0.008567473	0.84646269	917.7173	379305.78	3107.6262	0.44162661	0.001013472	0.003973455	0.006921321	0.02120833	0.024182465	2.11E-05	1.69E-06	0.80655231	0.13612586	2589.668
0.008799461	0.84838055	919.78824	378466.45	3108.2131	0.44063227	0.001009967	0.003968395	0.00689799	0.021176309	0.024155668	2.11E-05	1.68E-06	0.80655231	0.13621662	2444.8167
0.009031449	0.85021645	921.76683	377664.55	3108.7389	0.43968645	0.001006674	0.00396361	0.006876031	0.021146213	0.024130103	2.10E-05	1.67E-06	0.80655231	0.13630236	2310.7524
0.009263437	0.85197517	923.65872	376897.79	3109.2097	0.43878586	0.001003577	0.003959082	0.006855337	0.02111789	0.024105695	2.10E-05	1.66E-06	0.80655231	0.13638344	2186.4858
0.009495425	0.85366115	925.4691	376164.06	3109.631	0.43792752	0.001000659	0.003954792	0.006835811	0.021091206	0.024082375	2.10E-05	1.65E-06	0.80655231	0.13646022	2071.135
0.009727412	0.85527849	927.20279	375461.42	3110.0076	0.43710868	0.000997908	0.003950723	0.006817365	0.021066035	0.02406008	2.09E-05	1.65E-06	0.80655231	0.13653299	1963.9116
0.0099594	0.856831	928.86423	374788.05	3110.3438	0.43632683	0.00099531	0.00394686	0.006799919	0.021042266	0.024038748	2.09E-05	1.64E-06	0.80655231	0.13660203	1864.1098
0.010191388	0.85832225	930.45757	374142.29	3110.6436	0.43557965	0.000992855	0.00394319	0.006783402	0.021019797	0.024018325	2.09E-05	1.63E-06	0.80655231	0.13666759	1771.0959
0.010423376	0.85975552	931.98661	373522.59	3110.9105	0.43486503	0.000990532	0.003939699	0.006767746	0.020998534	0.023998758	2.09E-05	1.63E-06	0.80655231	0.13672992	1684.3004
0.010655364	0.86113389	933.45492	372927.5	3111.1475	0.43418099	0.000988331	0.003936376	0.006752892	0.020978393	0.023980001	2.08E-05	1.62E-06	0.80655231	0.13678923	1603.2101
0.010887351	0.86246025	934.86581	372355.68	3111.3575	0.43352573	0.000986244	0.003933211	0.006738785	0.020959295	0.023962007	2.08E-05	1.61E-06	0.80655231	0.13684571	1527.3619
0.011119339	0.86373728	936.22236	371805.89	3111.5429	0.43289757	0.000984263	0.003930192	0.006725374	0.020941169	0.023944736	2.08E-05	1.61E-06	0.80655231	0.13689954	1456.3371
0.011351327	0.86496748	937.52743	371276.96	3111.7061	0.43229496	0.000982381	0.003927311	0.006712614	0.020923952	0.023928148	2.08E-05	1.60E-06	0.80655231	0.1369509	1389.7564
0.011583315	0.8661532	938.78372	370767.8	3111.8491	0.43171646	0.000980591	0.00392456	0.006700462	0.020907581	0.023912207	2.08E-05	1.60E-06	0.80655231	0.13699993	1327.276
0.011815303	0.86729665	939.99372	370277.4	3111.9738	0.43116074	0.000978888	0.003921931	0.006688878	0.020892003	0.023896878	2.07E-05	1.60E-06	0.80655231	0.13704678	1268.5835
0.012047291	0.86839989	941.15978	369804.81	3112.0818	0.43062655	0.000977265	0.003919416	0.006677828	0.020877166	0.023882131	2.07E-05	1.59E-06	0.80655231	0.13709157	1213.3944
0.012279278	0.86946486	942.28409	369349.14	3112.1746	0.43011274	0.000975718	0.003917008	0.006667278	0.020863025	0.023867934	2.07E-05	1.59E-06	0.80655231	0.13713444	1161.4498
0.012511266	0.87049337	943.3687	368909.56	3112.2537	0.42961822	0.000974241	0.003914702	0.006657197	0.020849535	0.023854261	2.07E-05	1.58E-06	0.80655231	0.13717549	1112.5133
0.012743254	0.87148714	944.41555	368485.28	3112.3202	0.42914201	0.000972832	0.003912492	0.006647558	0.020836657	0.023841084	2.07E-05	1.58E-06	0.80655231	0.13721482	1066.3689
0.012975242	0.87244779	945.42645	368075.58	3112.3754	0.42868315	0.000971484	0.003910372	0.006638333	0.020824354	0.02382838	2.06E-05	1.58E-06	0.80655231	0.13725254	1022.8189
0.01320723	0.87337681	946.4031	367679.76	3112.4201	0.42824076	0.000970196	0.003908338	0.0066295	0.020812592	0.023816125	2.06E-05	1.57E-06	0.80655231	0.13728874	981.68231
0.013439217	0.87427566	947.34709	367297.17	3112.4554	0.42781404	0.000968962	0.003906384	0.006621035	0.020801339	0.023804298	2.06E-05	1.57E-06	0.80655231	0.13732349	942.79301
0.013671205	0.87514567	948.25993	366927.2	3112.4821	0.42740221	0.000967781	0.003904507	0.006612918	0.020790566	0.023792878	2.06E-05	1.57E-06	0.80655231	0.13735688	905.99846
0.013903193	0.87598812	949.14304	366569.29	3112.5009	0.42700454	0.000966649	0.003902701	0.006605128	0.020780246	0.023781847	2.06E-05	1.56E-06	0.80655231	0.13738897	871.15839
0.014135181	0.8768042	949.99776	366222.88	3112.5127	0.42662036	0.000965563	0.003900965	0.00659765	0.020770352	0.023771185	2.06E-05	1.56E-06	0.80655231	0.13741985	838.14367
0.014367169	0.87759507	950.82534	365887.47	3112.5179	0.42624904	0.000964521	0.003899293	0.006590464	0.020760862	0.023760876	2.05E-05	1.56E-06	0.80655231	0.13744956	806.83528
0.014599157	0.87836178	951.62699	365562.57	3112.5173	0.42588997	0.000963521	0.003897683	0.006583556	0.020751753	0.023750905	2.05E-05	1.56E-06	0.80655231	0.13747818	777.12341
0.014831144	0.87910536	952.40381	365247.74	3112.5113	0.42554259	0.00096256	0.003896131	0.006576912	0.020743005	0.023741255	2.05E-05	1.55E-06	0.80655231	0.13750575	748.90665
0.015063132	0.87982677	953.15688	364942.52	3112.5004	0.42520638	0.000961635	0.003894636	0.006570516	0.020734599	0.023731913	2.05E-05	1.55E-06	0.80655231	0.13753233	722.09124
0.01529512	0.88052693	953.88721	364646.53	3112.485	0.42488083	0.000960746	0.003893193	0.006564358	0.020726516	0.023722865	2.05E-05	1.55E-06	0.80655231	0.13755797	696.59038
0.015527108	0.8812067	954.59574	364359.37	3112.4657	0.42456547	0.000959891	0.0038918	0.006558423	0.020718741	0.023714098	2.05E-05	1.55E-06	0.80655231	0.13758271	672.32367
0.015991083	0.88250831	955.95097	363810.12	3112.4164	0.42396357	0.000958273	0.003889156	0.006547185	0.020704048	0.023697361	2.05E-05	1.54E-06	0.80655231	0.13762966	627.19997
0.016408662	0.88361784	957.1047	363342.52	3112.3617	0.42345251	0.000956914	0.003886927	0.006537733	0.020691727	0.023683146	2.04E-05	1.54E-06	0.80655231	0.13766927	590.11562
0.01682624	0.88467291	958.20051	362898.4	3112.2989	0.42296824	0.000955641	0.003884826	0.006528855	0.020680184	0.023669673	2.04E-05	1.54E-06	0.80655231	0.13770656	556.01928
0.017243818	0.88567718	959.24241	362476.13	3112.2295	0.42250883	0.000954445	0.003882846	0.006520502	0.020669352	0.023656889	2.04E-05	1.53E-06	0.80655231	0.13774172	524.61227
0.017661396	0.88663404	960.23406	362074.23	3112.1545	0.4220725	0.000953319	0.003880975	0.006512632	0.020659174	0.023644746	2.04E-05	1.53E-06	0.80655231	0.13777493	495.63147
0.018078974	0.88754658	961.17881	361691.33	3112.075	0.42165764	0.00095226	0.003879207	0.006505207	0.020649596	0.023633199	2.04E-05	1.53E-06	0.80655231	0.13780633	468.84401
0.018496552	0.88841762	962.07974	361326.19	3111.9919	0.42126278	0.00095126	0.003877532	0.006498193	0.02064057	0.023622207	2.03E-05	1.53E-06	0.80655231	0.13783606	444.04349
0.01891413	0.88924979	962.93966	360977.68	3111.9059	0.42088659	0.000950316	0.003875945	0.006491558	0.020632053	0.023611735	2.03E-05	1.52E-06	0.80655231	0.13786423	421.04645
0.019331708	0.89004549	963.76116	360644.73	3111.8176	0.42052783	0.000949423	0.003874438	0.006485275	0.020624006	0.023601748	2.03E-05	1.52E-06	0.80655231	0.13789096	399.68949
0.019749286	0.89080694	964.54664	360326.39	3111.7277	0.42018537	0.000948578	0.003873007	0.006479317	0.020616394	0.023592215	2.03E-05	1.52E-06	0.80655231	0.13791636	379.82675
0.020166864	0.89153619	965.29829	360021.75	3111.6366	0.41985818	0.000947777	0.003871646	0.006473662	0.020609185	0.023583107	2.03E-05	1.52E-06	0.80655231	0.13794051	361.32776
0.020584442	0.89223514	966.01815	359730	3111.5446	0.41954531	0.000947016	0.003870351	0.006468288	0.020602351	0.023574397	2.03E-05	1.52E-06	0.80655231	0.1379635	344.07553
0.02100202	0.89290554	966.70808	359450.38	3111.4522	0.41924589	0.000946294	0.003869116	0.006463176	0.020595863	0.023566062	2.03E-05	1.51E-06	0.80655231	0.13798541	327.96501
0.021419598	0.89354903	967.36984	359182.18	3111.3597	0.41895909	0.000945607	0.003867939	0.006458308	0.020589699	0.02355808	2.02E-05	1.51E-06	0.80655231	0.1380063	312.90165
0.021837176	0.8941671	968.00503	358924.74	3111.2672	0.41868417	0.000944953	0.003866815	0.006453668	0.020583836	0.023550428	2.02E-05	1.51E-06	0.80655231	0.13802625	298.8002
0.022254754	0.89476117	968.61515	358677.47	3111.175	0.41842045	0.00094433	0.003865741	0.006449241	0.020578254	0.023543088	2.02E-05	1.51E-06	0.80655231	0.1380453	285.58367
0.022672332	0.89533255	969.20158	358439.79	3111.0834	0.41816728	0.000943736	0.003864714	0.006445014	0.020572935	0.023536043	2.02E-05	1.51E-06	0.80655231	0.13806353	273.18239
0.023089911	0.89588246	969.76563	358211.19	3110.9923	0.41792406	0.000943168	0.00386373	0.006440974	0.020567861	0.023529275	2.02E-05	1.51E-06	0.80655231	0.13808097	261.53324
0.023507489	0.89641202	970.30849	357991.18	3110.9021	0.41769024	0.000942626	0.003862789	0.006437109	0.020563017	0.023522769	2.02E-05	1.50E-06	0.80655231	0.13809768	250.57891
0.023925067	0.8969223	970.83129	357779.29	3110.8127	0.41746531	0.000942108	0.003861886	0.006433409	0.020558388	0.023516511	2.02E-05	1.50E-06	0.80655231	0.1381137	240.26729
0.024342645	0.89741428	971.33507	357575.12	3110.7243	0.4172488	0.000941612	0.00386102	0.006429865	0.020553962	0.023510488	2.02E-05	1.50E-06	0.80655231	0.13812907	230.55093
0.024760223	0.89788891	971.82081	357378.25	3110.6369	0.41704025	0.000941136	0.003860188	0.006426466	0.020549725	0.023504687	2.02E-05	1.50E-06	0.80655231	0.13814382	221.38656
0.025177801	0.89834703	972.28942	357188.33	3110.5507	0.41683924	0.000940681	0.003859389	0.006423204	0.020545668	0.023499097	2.01E-05	1.50E-06	0.80655231	0.138158	212.73469
0.025595379	0.89878947	972.74176	357005	3110.4656	0.41664541	0.000940244	0.003858621	0.006420072	0.020541778	0.023493706	2.01E-05	1.50E-06	0.80655231	0.13817163	204.55916
0.026012957	0.89921699	973.17864	356827.94	3110.3817	0.41645837	0.000939824	0.003857882	0.006417063	0.020538047	0.023488505	2.01E-05	1.50E-06	0.80655231	0.13818474	196.82689
0.026848113	0.90003006	974.00895	356491.42	3110.2176	0.41610335	0.000939034	0.003856486	0.006411385	0.020531024	0.023478635	2.01E-05	1.50E-06	0.80655231	0.13820951	182.57334
0.027599754	0.90071752	974.71041	356207.13	3110.0743	0.4158039	0.000938373	0.003855315	0.00640663	0.020525162	0.023470312	2.01E-05	1.49E-06	0.80655231	0.1382303	170.98171
0.028351394	0.90136653	975.37214	355938.94	3109.9351	0.4155218	0.000937755	0.003854216	0.00640218	0.020519691	0.023462472	2.01E-05	1.49E-06	0.80655231	0.13824979	160.42265
0.029103035	0.90198013	975.99733	355685.56	3109.8	0.41525563	0.000937177	0.003853184	0.006398008	0.020514575	0.023455077	2.01E-05	1.49E-06	0.80655231	0.1382681	150.78081
0.029854675	0.90256106	976.58885	355445.82	3109.6691	0.41500411	0.000936635	0.003852214	0.006394088	0.020509782	0.02344809	2.01E-05	1.49E-06	0.80655231	0.13828532	141.95633
0.030606316	0.9031118	977.14928	355218.69	3109.5421	0.41476609	0.000936125	0.003851299	0.0063904	0.020505283	0.023441479	2.01E-05	1.49E-06	0.80655231	0.13830156	133.8622
0.031357956	0.90363459	977.68094	355003.21	3109.4192	0.41454054	0.000935646	0.003850435	0.006386924	0.020501053	0.023435216	2.00E-05	1.49E-06	0.80655231	0.13831688	126.42243
0.032109597	0.90413144	978.18594	354798.54	3109.3001	0.41432653	0.000935194	0.003849619	0.006383643	0.02049707	0.023429274	2.00E-05	1.49E-06	0.80655231	0.13833137	119.57042
0.032861237	0.90460421	978.66621	354603.89	3109.1847	0.4141232	0.000934767	0.003848846	0.006380541	0.020493313	0.023423631	2.00E-05	1.49E-06	0.80655231	0.13834508	113.24767
0.033612878	0.90505458	979.12349	354418.56	3109.073	0.4139298	0.000934363	0.003848114	0.006377604	0.020489764	0.023418263	2.00E-05	1.48E-06	0.80655231	0.13835808	107.40262
0.034364518	0.90548406	979.55935	354241.91	3108.9648	0.41374562	0.000933981	0.003847418	0.006374821	0.020486407	0.023413153	2.00E-05	1.48E-06	0.80655231	0.13837042	101.9897
0.035116158	0.90589407	979.97525	354073.35	3108.86	0.41357002	0.000933618	0.003846758	0.006372178	0.020483226	0.023408281	2.00E-05	1.48E-06	0.80655231	0.13838214	96.968551
0.035867799	0.90628588	980.37252	353912.34	3108.7584	0.41340244	0.000933274	0.003846129	0.006369667	0.02048021	0.023403633	2.00E-05	1.48E-06	0.80655231	0.1383933	92.303302
0.036619439	0.90666067	980.75236	353758.4	3108.6601	0.41324233	0.000932947	0.00384553	0.006367277	0.020477345	0.023399193	2.00E-05	1.48E-06	0.80655231	0.13840393	87.962019
0.03737108	0.9070195	981.11589	353611.06	3108.5647	0.41308921	0.000932636	0.003844959	0.006365001	0.020474622	0.023394948	2.00E-05	1.48E-06	0.80655231	0.13841407	83.9162
0.03812272	0.90736338	981.46413	353469.93	3108.4723	0.41294264	0.000932339	0.003844414	0.00636283	0.020472029	0.023390884	2.00E-05	1.48E-06	0.80655231	0.13842374	80.140349
0.038874361	0.90769321	981.79802	353334.61	3108.3826	0.41280221	0.000932056	0.003843893	0.006360757	0.020469558	0.023386992	2.00E-05	1.48E-06	0.80655231	0.13843299	76.611609
0.039626001	0.90800984	982.11843	353204.75	3108.2957	0.41266753	0.000931786	0.003843395	0.006358776	0.0204672	0.023383259	2.00E-05	1.48E-06	0.80655231	0.13844184	73.309443
0.040377642	0.90831404	982.42616	353080.03	3108.2114	0.41253827	0.000931528	0.003842917	0.006356881	0.020464949	0.023379678	1.99E-05	1.48E-06	0.80655231	0.13845031	70.215366
0.041	0.90860654	982.72194	352960.15	3108.1295	0.4124141	0.000931323	0.003842537	0.006355373	0.02046316	0.023376819	1.99E-05	1.48E-06	0.80655231	0.13845705	67.312705
